X.U.FEFF.终端,IMEID,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 7:52,东经,99.93304,北纬,26.47658,0,309,2145,34,3.867,92,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 7:32,东经,99.93315,北纬,26.47651,0,56,2166,33.62,3.867,121,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 7:12,东经,99.93301,北纬,26.47654,0,30,2166,33.12,3.867,105,9,0.9,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 6:52,东经,99.93329,北纬,26.47639,0,270,2171,33.12,3.87,81,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 6:32,东经,99.93344,北纬,26.47626,0,332,2221,32.9,3.87,139,8,1.5,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 6:08,东经,99.93348,北纬,26.47622,0,216,2214,32.62,3.879,136,15,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 5:28,东经,99.93381,北纬,26.47647,0,239,2181,25.12,3.876,62,14,0.7,0.6,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 4:04,东经,99.93106,北纬,26.50358,0,301,2192,35.91,3.897,6,15,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 2:00,东经,99.93182,北纬,26.50359,0,319,2234,32.58,3.918,0,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 1:40,东经,99.93169,北纬,26.50482,0,108,2070,32.21,3.918,1,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 1:20,东经,99.93177,北纬,26.50396,0,172,2170,31.75,3.918,22,11,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 0:56,东经,99.93175,北纬,26.50403,0,0,2195,31.2,3.927,12,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 0:36,东经,99.93156,北纬,26.50403,0,134,2242,32.92,3.927,14,8,1.1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/26 0:16,东经,99.93161,北纬,26.50338,0,101,2167,33.12,3.93,0,7,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 23:12,东经,99.9314,北纬,26.50333,0,233,2157,33.81,3.939,19,7,1.2,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 22:52,东经,99.93132,北纬,26.50341,0,107,2177,33.25,3.939,7,15,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 22:32,东经,99.9314,北纬,26.5034,0,191,2191,33.07,3.942,119,10,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 22:12,东经,99.9313,北纬,26.50335,4.7,52,2207,33.83,3.942,13,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 21:28,东经,99.93139,北纬,26.50331,0,156,2192,34.2,3.945,11,15,0.6,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 20:48,东经,99.93152,北纬,26.5032,0,134,2160,34.73,3.951,8,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 20:08,东经,99.93468,北纬,26.47878,0,162,2244,33.25,3.951,287,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 19:24,东经,99.93474,北纬,26.47871,0,94,2236,32.37,3.96,285,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 19:04,东经,99.93425,北纬,26.479,0,42,2165,29.85,3.96,146,10,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 18:44,东经,99.92871,北纬,26.5052,0,36,2247,32.58,3.96,385,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 18:24,东经,99.92871,北纬,26.50511,0,226,2262,30.75,3.96,476,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 17:40,东经,99.92816,北纬,26.50497,1.9,234,2195,32.36,3.969,459,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 17:20,东经,99.92809,北纬,26.50507,0,277,2191,28.77,3.966,596,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 16:40,东经,99.92876,北纬,26.50509,0,314,2184,34.5,3.966,440,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 15:36,东经,99.92857,北纬,26.50518,0,89,2190,37.76,3.972,198,7,1.2,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 15:16,东经,99.92888,北纬,26.50506,0,22,2180,34.37,3.972,742,7,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 14:56,东经,99.92874,北纬,26.50513,0,319,2180,39.91,3.963,433,12,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 14:32,东经,99.93083,北纬,26.4978,0,107,2177,34.95,3.966,354,10,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 13:52,东经,99.93561,北纬,26.47874,0,204,2186,40.62,3.948,43,12,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 13:12,东经,99.93043,北纬,26.48006,0,180,2183,42.52,3.942,49,12,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 12:48,东经,99.93035,北纬,26.48003,0,55,2188,39.05,3.924,56,11,0.9,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 11:48,东经,99.93041,北纬,26.48011,0,255,2251,43.13,3.873,37,7,1.2,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 11:28,东经,99.93031,北纬,26.48011,0,244,2180,39.37,3.867,122,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 11:04,东经,99.92986,北纬,26.48034,0,147,2198,34.75,3.87,95,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 8:40,东经,99.93407,北纬,26.47873,0,31,2134,36.34,3.852,77,5,1.7,0.9,B,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 8:20,东经,99.93434,北纬,26.47881,0,214,2174,34.37,3.855,96,5,1.2,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 8:00,东经,99.93521,北纬,26.47875,0,224,2235,34,3.855,129,6,1.1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 7:36,东经,99.93448,北纬,26.47872,0,82,2194,33.11,3.861,254,8,1.1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 7:16,东经,99.93458,北纬,26.47886,0,314,2195,29.48,3.858,349,9,1.1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 6:56,东经,99.93351,北纬,26.47636,0,215,2203,32.98,3.861,66,4,6.2,0.9,C,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 6:36,东经,99.93353,北纬,26.47623,0,250,2204,30.87,3.864,101,4,4.5,0.9,C,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 6:16,东经,99.93354,北纬,26.47623,0,190,2190,21.87,3.861,191,4,3.6,1,C,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 4:52,东经,99.93205,北纬,26.50323,0,345,2237,34.76,3.879,17,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 4:32,东经,99.93176,北纬,26.5033,0,160,2139,35,3.879,0,11,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 3:48,东经,99.93165,北纬,26.50315,0,79,2176,35.01,3.891,1,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 3:28,东经,99.93181,北纬,26.50334,0,251,2314,34.73,3.891,0,9,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 3:08,东经,99.93181,北纬,26.50318,0,45,2200,34.87,3.894,0,7,1.4,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 2:48,东经,99.93192,北纬,26.50325,0,322,2165,34.62,3.894,6,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 2:24,东经,99.93189,北纬,26.50306,0,257,2110,33.12,3.906,22,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 2:04,东经,99.93192,北纬,26.5033,0,39,2185,32.73,3.906,35,7,1.1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 1:44,东经,99.93174,北纬,26.50289,0,22,2233,33.12,3.906,12,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 0:40,东经,99.93159,北纬,26.50335,0,159,2138,33.37,3.921,18,7,1.1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/25 0:00,东经,99.93163,北纬,26.50341,0,183,2141,35.37,3.924,11,8,0.9,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 23:40,东经,99.93179,北纬,26.50354,0,3,2156,33.55,3.924,22,7,1.6,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 22:56,东经,99.93165,北纬,26.50329,0,190,2196,35.9,3.933,7,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 22:16,东经,99.93152,北纬,26.50337,0,88,2195,36.72,3.936,3,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 21:12,东经,99.93153,北纬,26.5033,0,54,2160,35.9,3.945,8,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 20:52,东经,99.93156,北纬,26.50343,0,179,2201,35.5,3.945,93,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 20:12,东经,99.93173,北纬,26.50383,0,96,2161,36.52,3.948,54,7,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 19:52,东经,99.93153,北纬,26.50394,0,289,2174,31.37,3.948,178,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 19:28,东经,99.93027,北纬,26.50347,0,10,2184,29,3.951,363,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 19:08,东经,99.93043,北纬,26.50327,0,348,2146,28.68,3.954,469,10,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 18:48,东经,99.9297,北纬,26.50343,0,236,2168,27.37,3.954,842,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 18:28,东经,99.93035,北纬,26.50335,0,228,2187,23.37,3.951,279,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 17:44,东经,99.92863,北纬,26.50515,0,187,2213,34.5,3.957,352,6,2.3,0.8,B,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 17:24,东经,99.92918,北纬,26.50544,0,311,2125,34.65,3.957,114,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 17:04,东经,99.92915,北纬,26.50549,0,254,2139,32.87,3.957,251,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 16:44,东经,99.92928,北纬,26.5055,0,310,2163,29.12,3.957,748,6,1.5,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 16:00,东经,99.92916,北纬,26.5054,0,98,2243,33.11,3.963,499,6,1.2,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 15:20,东经,99.92918,北纬,26.50526,0,297,2182,32.62,3.954,389,7,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 14:16,东经,99.92913,北纬,26.50539,0,109,2172,38.02,3.96,99,15,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 13:56,东经,99.92922,北纬,26.5054,0,293,2198,41.02,3.96,380,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 12:12,东经,99.92841,北纬,26.50573,0,57,2119,40.76,3.927,98,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 11:52,东经,99.92866,北纬,26.50604,0,348,2181,40.03,3.921,22,7,1.1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 11:12,东经,99.92784,北纬,26.50556,0,86,2234,36.5,3.918,57,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 10:28,东经,99.93015,北纬,26.50307,0,24,2303,37.73,3.933,82,10,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 10:08,东经,99.92997,北纬,26.50312,0,121,2302,36.63,3.93,99,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 9:48,东经,99.92937,北纬,26.50266,0,147,2296,36.47,3.921,294,8,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 9:04,东经,99.92822,北纬,26.50577,0,320,2211,33.5,3.927,215,7,1.3,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 8:24,东经,99.93034,北纬,26.50278,0,31,2201,29.62,3.918,700,8,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 8:04,东经,99.93031,北纬,26.50275,0,1,2212,28.08,3.909,296,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 7:44,东经,99.93457,北纬,26.47548,0,352,2249,22.81,3.903,79,9,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 7:20,东经,99.9334,北纬,26.47958,0,59,2263,32.12,3.915,53,10,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 6:20,东经,99.93353,北纬,26.47609,0,194,2165,33.36,3.918,54,8,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 5:36,东经,99.93359,北纬,26.47609,1.5,93,2217,34.03,3.927,68,8,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 5:16,东经,99.93362,北纬,26.47612,0,89,2224,34.01,3.927,50,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 4:56,东经,99.93356,北纬,26.47621,0,269,2231,33.4,3.93,49,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 3:52,东经,99.93177,北纬,26.50289,0,152,2154,32.25,3.939,17,15,1.1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 3:12,东经,99.93183,北纬,26.50269,0,63,2197,34.93,3.942,10,9,1.1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 2:32,东经,99.93186,北纬,26.50269,0,280,2201,34.37,3.942,2,11,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 2:08,东经,99.93179,北纬,26.5027,0,91,2205,35.34,3.948,4,10,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 1:28,东经,99.93178,北纬,26.50267,0,16,2209,35.25,3.951,2,15,0.5,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 1:08,东经,99.93167,北纬,26.50269,0,2,2198,35.26,3.948,9,15,0.6,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 0:48,东经,99.93184,北纬,26.50261,0,90,2199,35.52,3.951,5,7,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/24 0:24,东经,99.93172,北纬,26.5027,0,116,2190,34.08,3.957,56,8,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 23:24,东经,99.93155,北纬,26.5028,0,26,2179,35.01,3.96,14,5,1.6,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 22:20,东经,99.93149,北纬,26.50277,0,302,2168,37.02,3.969,29,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 22:00,东经,99.9315,北纬,26.50276,0,32,2162,36.75,3.969,26,8,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 21:40,东经,99.93153,北纬,26.50272,0,244,2159,36.21,3.969,48,7,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 21:20,东经,99.93153,北纬,26.5026,0,9,2187,37,3.972,20,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 20:56,东经,99.93159,北纬,26.50271,0,190,2168,36.17,3.978,12,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 20:36,东经,99.93105,北纬,26.50261,0,223,2165,36.72,3.981,101,10,0.8,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 19:56,东经,99.93034,北纬,26.50303,46.7,117,2173,36.62,3.984,14,12,0.7,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 19:36,东经,99.92889,北纬,26.50508,0,40,2171,35.26,3.984,115,15,1.2,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 19:12,东经,99.92889,北纬,26.50507,0,278,2198,37.23,3.996,43,13,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 18:52,东经,99.92936,北纬,26.50575,0,134,2221,37.84,3.999,41,12,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 17:28,东经,99.92921,北纬,26.50543,0,261,2185,35.73,4.014,147,11,0.7,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 16:28,东经,99.9282,北纬,26.50571,0,251,2178,34.78,4.02,258,15,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 16:08,东经,99.92817,北纬,26.50543,0,13,2183,30.71,4.02,307,8,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 15:44,东经,99.92819,北纬,26.50539,0,157,2187,30.52,4.032,687,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 15:24,东经,99.92872,北纬,26.50546,3.7,318,2190,29.86,4.028,386,7,1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 15:04,东经,99.92893,北纬,26.50524,0,249,2185,40.37,4.026,134,8,0.9,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 14:44,东经,99.92892,北纬,26.50514,0,323,2161,38.98,4.028,148,8,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 14:24,东经,99.92896,北纬,26.50512,0,234,2187,39.62,4.02,120,8,0.9,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 14:00,东经,99.92897,北纬,26.50515,0,264,2179,40.75,4.028,103,10,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 13:40,东经,99.92835,北纬,26.50569,0,35,2159,38.5,4.023,177,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 13:00,东经,99.92987,北纬,26.50279,0,31,2161,35.5,4.005,1206,10,0.9,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 6:00,东经,99.93348,北纬,26.47685,0,294,2168,33,3.924,238,7,1.1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/23 3:00,东经,99.93609,北纬,26.47875,0,335,2058,30.37,3.924,139,5,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/22 15:00,东经,99.93008,北纬,26.48032,0,265,2142,42.93,3.897,2149,9,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/22 12:00,东经,99.92815,北纬,26.48131,0,10,2133,38.75,3.849,2659,8,1.9,0.8,B,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/22 9:00,东经,99.93065,北纬,26.47985,44.9,302,2186,37.75,3.801,1014,9,1,1.2,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/22 3:01,东经,99.92837,北纬,26.49914,60.6,160,2215,30.58,3.804,326,12,0.7,1,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/22 0:00,东经,99.93308,北纬,26.50082,0,307,2202,34.11,3.816,150,9,0.8,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/21 21:00,东经,99.93297,北纬,26.50084,0,260,2191,34,3.816,2057,12,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/21 15:00,东经,99.93066,北纬,26.50918,0,270,2192,43.73,3.813,1250,6,1.4,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/21 12:00,东经,99.93008,北纬,26.50918,0,284,2183,46,3.792,1854,11,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/21 0:00,东经,99.92851,北纬,26.50495,0,238,2165,35.61,3.783,259,6,1.4,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/20 18:00,东经,99.93236,北纬,26.50723,31.1,18,2180,36,3.792,2192,8,0.9,1.3,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/20 9:00,东经,99.93179,北纬,26.50765,0,341,2161,34.75,3.762,820,4,1.4,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/20 6:00,东经,99.93175,北纬,26.50671,0,230,2172,32.28,3.762,142,8,1.4,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/19 21:00,东经,99.93152,北纬,26.50294,0,112,2192,34.15,3.768,1606,14,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/19 18:00,东经,99.93186,北纬,26.50711,0,75,2159,32.5,3.771,1970,8,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/19 15:00,东经,99.93188,北纬,26.50671,0,323,2179,39.87,3.771,1795,7,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/19 12:00,东经,99.93142,北纬,26.50695,0,115,2192,44.37,3.756,1672,14,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/19 0:00,东经,99.93023,北纬,26.53272,0,184,2148,28.8,3.75,366,10,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 21:00,东经,99.93153,北纬,26.50307,0,319,2219,35.75,3.75,1221,8,1,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 15:00,东经,99.93124,北纬,26.50729,0,287,1907,33.78,3.753,1972,5,1.3,0.9,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 9:00,东经,99.93016,北纬,26.53257,0,86,2154,33.12,3.747,785,6,2.6,0.9,B,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 6:00,东经,99.92954,北纬,26.53258,0,196,2142,33.88,3.75,259,11,0.7,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 3:00,东经,99.92966,北纬,26.53254,0,251,2199,34.37,3.753,536,15,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/18 0:00,东经,99.92934,北纬,26.53168,0,94,2204,33.18,3.753,346,7,1,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/17 12:00,东经,99.93073,北纬,26.50712,0,94,2188,38.46,3.75,844,10,0.9,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/17 9:00,东经,99.93021,北纬,26.53298,0,69,2200,35.51,3.729,1045,5,1.4,1,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/17 6:00,东经,99.92941,北纬,26.53257,0,281,2182,32.52,3.729,322,8,1.1,0.7,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/16 18:00,东经,99.93214,北纬,26.5064,0,74,2079,36.32,3.744,2312,10,0.8,0.8,A,有效
赤麻鸭04（雌）·KIZ122·剑湖·20220223,35731621,2022/4/16 15:00,东经,99.93036,北纬,26.50909,0,129,2214,32.87,3.735,2116,8,0.9,0.9,A,有效
